id,name,type,criticality
COMP_02611,Component SOUND 75,Chemical,Low
COMP_02612,Component SOUND 24,Chemical,High
COMP_02613,Component LAND 26,Metal,Medium
COMP_02614,Component STEP 10,Chemical,High
COMP_02615,Component ACT 58,Chemical,High
COMP_02616,Component AIR 74,Plastic,Medium
COMP_02617,Component TRAINING 79,Chemical,High
COMP_02618,Component SOMETIMES 46,Metal,Low
COMP_02619,Component SEA 67,Metal,Low
COMP_02620,Component ENTIRE 27,Metal,Low
COMP_02621,Component COURSE 62,Metal,Medium
COMP_02622,Component MEASURE 80,Electronic,Medium
COMP_02623,Component AMONG 30,Chemical,Medium
COMP_02624,Component PERFORMANCE 37,Plastic,High
COMP_02625,Component MYSELF 96,Plastic,Medium
COMP_02626,Component EDUCATION 83,Metal,Low
COMP_02627,Component PLAY 74,Chemical,High
COMP_02628,Component ITS 43,Metal,Medium
COMP_02629,Component SOCIAL 27,Electronic,Medium
COMP_02630,Component GOVERNMENT 12,Metal,Medium
COMP_02631,Component FILM 17,Electronic,Medium
COMP_02632,Component SINCE 15,Metal,High
COMP_02633,Component THE 99,Plastic,Medium
COMP_02634,Component TOTAL 17,Metal,Medium
COMP_02635,Component NEVER 39,Plastic,Low
COMP_02636,Component UNDERSTAND 87,Metal,High
COMP_02637,Component PRODUCTION 59,Metal,Medium
COMP_02638,Component PATTERN 99,Metal,Medium
COMP_02639,Component VOICE 18,Chemical,Medium
COMP_02640,Component WITH 20,Plastic,Medium
COMP_02641,Component FIRST 21,Metal,High
COMP_02642,Component PROJECT 32,Chemical,Low
COMP_02643,Component DEBATE 17,Metal,Low
COMP_02644,Component REST 37,Chemical,High
COMP_02645,Component SOCIETY 21,Metal,High
COMP_02646,Component DIRECTION 84,Metal,Low
COMP_02647,Component STAY 29,Metal,High
COMP_02648,Component SOUTH 97,Chemical,High
COMP_02649,Component MY 45,Plastic,Medium
COMP_02650,Component QUITE 22,Metal,Low
COMP_02651,Component ACROSS 69,Chemical,High
COMP_02652,Component WHO 97,Electronic,Medium
COMP_02653,Component SIDE 78,Chemical,Medium
COMP_02654,Component HIT 10,Chemical,High
COMP_02655,Component DIRECTOR 61,Plastic,Medium
COMP_02656,Component WONDER 93,Metal,Low
COMP_02657,Component WATER 68,Electronic,Medium
COMP_02658,Component ITEM 72,Electronic,Low
COMP_02659,Component DURING 92,Plastic,High
COMP_02660,Component ENTER 83,Metal,High
COMP_02661,Component LIFE 40,Metal,Low
COMP_02662,Component STREET 32,Plastic,Low
COMP_02663,Component WHOLE 21,Chemical,High
COMP_02664,Component PROFESSOR 96,Electronic,Medium
COMP_02665,Component BASE 44,Metal,Low
COMP_02666,Component WOULD 19,Electronic,High
COMP_02667,Component RISK 31,Chemical,Low
COMP_02668,Component IMPACT 55,Chemical,Medium
COMP_02669,Component MISSION 75,Plastic,Medium
COMP_02670,Component MORNING 61,Chemical,Medium
COMP_02671,Component AMOUNT 59,Plastic,Medium
COMP_02672,Component EVEN 13,Plastic,Medium
COMP_02673,Component STATEMENT 50,Electronic,High
COMP_02674,Component TEACHER 44,Metal,Medium
COMP_02675,Component STANDARD 26,Plastic,Medium
COMP_02676,Component WORKER 74,Metal,High
COMP_02677,Component LIFE 50,Electronic,High
COMP_02678,Component REACH 56,Electronic,Low
COMP_02679,Component REDUCE 56,Plastic,High
COMP_02680,Component SUGGEST 43,Chemical,High
COMP_02681,Component ONCE 57,Electronic,High
COMP_02682,Component ASSUME 47,Chemical,Medium
COMP_02683,Component GUY 37,Plastic,Low
COMP_02684,Component PROFESSOR 53,Plastic,High
COMP_02685,Component REVEAL 29,Metal,High
COMP_02686,Component SUFFER 81,Electronic,High
COMP_02687,Component SCIENTIST 39,Metal,Medium
COMP_02688,Component FORCE 10,Metal,High
COMP_02689,Component ENOUGH 71,Plastic,High
COMP_02690,Component HAPPEN 13,Plastic,Medium
COMP_02691,Component STORE 86,Chemical,High
COMP_02692,Component CATCH 91,Chemical,High
COMP_02693,Component PAY 35,Metal,Medium
COMP_02694,Component CONGRESS 30,Electronic,Low
COMP_02695,Component HOSPITAL 76,Chemical,Medium
COMP_02696,Component MYSELF 21,Electronic,Low
COMP_02697,Component CULTURAL 97,Chemical,Medium
COMP_02698,Component YOU 35,Electronic,Low
COMP_02699,Component EVERYBODY 76,Chemical,Medium
COMP_02700,Component PARTNER 92,Plastic,Low
COMP_02701,Component BOX 56,Electronic,High
COMP_02702,Component FEW 84,Plastic,Medium
COMP_02703,Component OFFICE 89,Electronic,High
COMP_02704,Component ACCORDING 66,Metal,Low
COMP_02705,Component OPEN 43,Chemical,High
COMP_02706,Component LINE 78,Metal,High
COMP_02707,Component EVENT 40,Plastic,Medium
COMP_02708,Component GENERAL 25,Plastic,Low
COMP_02709,Component OWNER 13,Metal,Medium
COMP_02710,Component CONSUMER 61,Chemical,Medium
COMP_02711,Component BILL 40,Electronic,High
COMP_02712,Component RATHER 79,Electronic,Medium
COMP_02713,Component MOVE 79,Electronic,High
COMP_02714,Component PAGE 21,Metal,High
COMP_02715,Component DEGREE 72,Metal,Medium
COMP_02716,Component BILLION 99,Plastic,Medium
COMP_02717,Component STAGE 11,Electronic,Low
COMP_02718,Component SEEM 25,Electronic,Medium
COMP_02719,Component AMONG 65,Chemical,Low
COMP_02720,Component HALF 90,Electronic,High
COMP_02721,Component NEAR 18,Electronic,High
COMP_02722,Component VISIT 75,Plastic,High
COMP_02723,Component MEDICAL 57,Plastic,Medium
COMP_02724,Component IMPROVE 99,Metal,High
COMP_02725,Component SPACE 97,Metal,High
COMP_02726,Component NEAR 22,Metal,Medium
COMP_02727,Component INSTEAD 12,Electronic,Medium
COMP_02728,Component SURFACE 72,Chemical,Medium
COMP_02729,Component PLANT 84,Chemical,Medium
COMP_02730,Component SHOULDER 80,Plastic,Medium
COMP_02731,Component EVEN 21,Plastic,High
COMP_02732,Component SUGGEST 23,Electronic,Low
COMP_02733,Component HUSBAND 48,Plastic,Low
COMP_02734,Component ATTORNEY 83,Chemical,High
COMP_02735,Component OFTEN 23,Chemical,High
COMP_02736,Component WORKER 35,Electronic,Medium
COMP_02737,Component FAR 34,Electronic,Low
COMP_02738,Component THROUGH 34,Chemical,Medium
COMP_02739,Component BEAUTIFUL 10,Metal,Low
COMP_02740,Component IF 91,Electronic,High
COMP_02741,Component FUTURE 62,Electronic,Medium
COMP_02742,Component SIGNIFICANT 38,Plastic,High
COMP_02743,Component MOMENT 54,Chemical,Low
COMP_02744,Component AT 71,Chemical,Medium
COMP_02745,Component EVER 30,Electronic,Medium
COMP_02746,Component BODY 58,Plastic,Low
COMP_02747,Component RECENTLY 20,Chemical,Low
COMP_02748,Component MOMENT 51,Plastic,Low
COMP_02749,Component WE 42,Plastic,Medium
COMP_02750,Component OK 68,Chemical,Low
COMP_02751,Component REPUBLICAN 78,Electronic,High
COMP_02752,Component LOCAL 86,Metal,Medium
COMP_02753,Component SOURCE 29,Plastic,High
COMP_02754,Component FORGET 54,Chemical,Low
COMP_02755,Component YEAH 60,Metal,Medium
COMP_02756,Component SPEND 95,Plastic,Low
COMP_02757,Component RELIGIOUS 23,Plastic,High
COMP_02758,Component SENSE 25,Electronic,Low
COMP_02759,Component BY 73,Electronic,High
COMP_02760,Component ALL 40,Chemical,Medium
COMP_02761,Component GENERAL 61,Plastic,High
COMP_02762,Component INSTITUTION 70,Chemical,Low
COMP_02763,Component ITS 90,Electronic,Medium
COMP_02764,Component DAUGHTER 27,Chemical,Low
COMP_02765,Component UNTIL 34,Chemical,Medium
COMP_02766,Component CARRY 49,Metal,Medium
COMP_02767,Component ITS 49,Chemical,Medium
COMP_02768,Component WEST 81,Electronic,Low
COMP_02769,Component COULD 50,Metal,Medium
COMP_02770,Component THREE 94,Electronic,Medium
COMP_02771,Component FACTOR 47,Chemical,High
COMP_02772,Component LAND 89,Metal,Medium
COMP_02773,Component DISCOVER 75,Metal,High
COMP_02774,Component WORK 72,Plastic,Medium
COMP_02775,Component WINDOW 86,Electronic,High
COMP_02776,Component ALMOST 97,Chemical,Medium
COMP_02777,Component COUPLE 51,Electronic,Medium
COMP_02778,Component WRONG 48,Plastic,Medium
COMP_02779,Component SPECIAL 12,Metal,Low
COMP_02780,Component GROW 35,Electronic,Low
COMP_02781,Component WHATEVER 43,Electronic,Medium
COMP_02782,Component SOME 30,Chemical,Medium
COMP_02783,Component SIMPLE 26,Plastic,High
COMP_02784,Component RESULT 82,Electronic,Medium
COMP_02785,Component PULL 86,Chemical,Medium
COMP_02786,Component YEAR 48,Plastic,High
COMP_02787,Component MIND 79,Metal,Medium
COMP_02788,Component OCCUR 37,Chemical,High
COMP_02789,Component SINCE 33,Electronic,Medium
COMP_02790,Component JOIN 24,Chemical,High
COMP_02791,Component GREEN 85,Metal,High
COMP_02792,Component THROW 98,Plastic,Low
COMP_02793,Component EARLY 44,Electronic,High
COMP_02794,Component GOVERNMENT 50,Electronic,Medium
COMP_02795,Component MEDICAL 77,Electronic,Low
COMP_02796,Component OK 59,Electronic,Medium
COMP_02797,Component IDENTIFY 73,Electronic,High
COMP_02798,Component KIND 73,Chemical,Low
COMP_02799,Component INCLUDE 44,Electronic,High
COMP_02800,Component MAGAZINE 26,Metal,Low
COMP_02801,Component WEEK 90,Electronic,Low
COMP_02802,Component DIFFERENT 96,Metal,Medium
COMP_02803,Component LAST 37,Metal,High
COMP_02804,Component THIS 51,Metal,High
COMP_02805,Component START 86,Metal,Medium
COMP_02806,Component AHEAD 73,Electronic,Low
COMP_02807,Component DISCUSS 61,Chemical,Low
COMP_02808,Component WILL 18,Metal,Medium
COMP_02809,Component CHECK 72,Electronic,Medium
COMP_02810,Component TREE 67,Chemical,Low
COMP_02811,Component BIG 25,Chemical,Medium
COMP_02812,Component BRING 40,Chemical,Low
COMP_02813,Component PULL 87,Chemical,High
COMP_02814,Component REQUIRE 58,Electronic,Low
COMP_02815,Component SERIES 60,Electronic,High
COMP_02816,Component COMPARE 45,Metal,High
COMP_02817,Component FACTOR 62,Metal,Low
COMP_02818,Component FUND 84,Metal,Low
COMP_02819,Component OR 62,Electronic,High
COMP_02820,Component LAUGH 53,Chemical,Low
COMP_02821,Component BEAUTIFUL 70,Metal,Low
COMP_02822,Component HELP 16,Metal,Low
COMP_02823,Component UNTIL 90,Plastic,Medium
COMP_02824,Component FACE 49,Plastic,Low
COMP_02825,Component MEETING 51,Chemical,High
COMP_02826,Component POPULAR 84,Chemical,Medium
COMP_02827,Component PARTICIPANT 76,Metal,High
COMP_02828,Component MOVEMENT 79,Chemical,Medium
COMP_02829,Component TOWARD 92,Metal,High
COMP_02830,Component VERY 97,Metal,Low
COMP_02831,Component FIRE 79,Metal,High
COMP_02832,Component WAY 89,Electronic,High
COMP_02833,Component EVIDENCE 26,Electronic,Medium
COMP_02834,Component RISK 72,Metal,High
COMP_02835,Component SEE 29,Electronic,High
COMP_02836,Component BLOOD 36,Chemical,Low
COMP_02837,Component OFF 58,Metal,Low
COMP_02838,Component RESOURCE 74,Chemical,High
COMP_02839,Component HAPPEN 46,Chemical,Low
COMP_02840,Component ATTORNEY 21,Electronic,Low
COMP_02841,Component PIECE 85,Metal,Low
COMP_02842,Component PHONE 47,Electronic,Medium
COMP_02843,Component ITEM 22,Electronic,Low
COMP_02844,Component MUST 41,Chemical,Low
COMP_02845,Component DEMOCRAT 81,Plastic,Medium
COMP_02846,Component ROCK 92,Electronic,Low
COMP_02847,Component COLD 57,Chemical,Medium
COMP_02848,Component MEDICAL 23,Chemical,Medium
COMP_02849,Component SITE 30,Chemical,High
COMP_02850,Component KIND 40,Electronic,Low
COMP_02851,Component YEAR 95,Chemical,Medium
COMP_02852,Component CHANCE 88,Electronic,Low
COMP_02853,Component STRATEGY 27,Chemical,High
COMP_02854,Component THEM 36,Chemical,Medium
COMP_02855,Component WHOSE 59,Metal,High
COMP_02856,Component TURN 12,Electronic,Low
COMP_02857,Component THEORY 68,Plastic,Low
COMP_02858,Component NO 30,Metal,High
COMP_02859,Component PER 85,Electronic,High
COMP_02860,Component PROGRAM 66,Plastic,High
COMP_02861,Component ARTICLE 58,Chemical,Low
COMP_02862,Component MUCH 53,Electronic,High
COMP_02863,Component CHARGE 78,Metal,Low
COMP_02864,Component WHOLE 98,Electronic,High
COMP_02865,Component DISCUSS 45,Chemical,High
COMP_02866,Component MEMORY 96,Metal,Low
COMP_02867,Component BREAK 22,Metal,Medium
COMP_02868,Component AHEAD 83,Electronic,Medium
COMP_02869,Component HOUR 45,Metal,Medium
COMP_02870,Component PERSON 22,Metal,High
COMP_02871,Component KID 37,Plastic,Medium
COMP_02872,Component ACTIVITY 69,Metal,Low
COMP_02873,Component COMMUNITY 70,Electronic,High
COMP_02874,Component DECADE 85,Electronic,Low
COMP_02875,Component DRAW 44,Chemical,Low
COMP_02876,Component ROAD 45,Metal,Medium
COMP_02877,Component POLICY 32,Metal,Low
COMP_02878,Component MR 76,Plastic,High
COMP_02879,Component AGAIN 97,Electronic,High
COMP_02880,Component FACTOR 13,Electronic,Medium
COMP_02881,Component LIKE 19,Chemical,Medium
COMP_02882,Component SECTION 94,Chemical,Low
COMP_02883,Component ELSE 26,Electronic,Medium
COMP_02884,Component CIVIL 78,Chemical,Medium
COMP_02885,Component WINDOW 41,Chemical,Medium
COMP_02886,Component MILITARY 40,Plastic,Low
COMP_02887,Component STOP 57,Metal,Low
COMP_02888,Component COVER 55,Metal,High
COMP_02889,Component CAREER 17,Metal,High
COMP_02890,Component EXPLAIN 91,Electronic,Low
COMP_02891,Component CUSTOMER 60,Chemical,Medium
COMP_02892,Component SAY 23,Plastic,Low
COMP_02893,Component WHERE 69,Plastic,Medium
COMP_02894,Component SOMEONE 66,Metal,Low
COMP_02895,Component MIGHT 95,Plastic,Low
COMP_02896,Component WIND 97,Chemical,Medium
COMP_02897,Component FOUR 90,Chemical,Medium
COMP_02898,Component NOW 66,Plastic,High
COMP_02899,Component SIX 65,Plastic,High
COMP_02900,Component SELL 10,Metal,Low
COMP_02901,Component SERIOUS 55,Electronic,Medium
COMP_02902,Component BILLION 59,Electronic,High
COMP_02903,Component BOARD 23,Plastic,High
COMP_02904,Component LAST 27,Chemical,Medium
COMP_02905,Component CENTER 54,Electronic,High
COMP_02906,Component GUY 60,Electronic,Low
COMP_02907,Component PAINTING 14,Chemical,Medium
COMP_02908,Component IN 98,Plastic,Medium
COMP_02909,Component WIDE 87,Metal,High
COMP_02910,Component SIZE 89,Chemical,Low
COMP_02911,Component POSSIBLE 26,Metal,High
COMP_02912,Component THOSE 89,Electronic,High
COMP_02913,Component SIZE 43,Plastic,High
COMP_02914,Component THROUGHOUT 72,Chemical,Low
COMP_02915,Component LIKE 93,Plastic,Low
COMP_02916,Component YEAH 41,Chemical,Low
COMP_02917,Component ATTENTION 32,Metal,Medium
COMP_02918,Component MOST 38,Electronic,Medium
COMP_02919,Component HOME 25,Metal,Medium
COMP_02920,Component AVOID 95,Chemical,High
COMP_02921,Component BY 17,Chemical,Low
COMP_02922,Component EXECUTIVE 88,Chemical,High
COMP_02923,Component RELATIONSHIP 16,Electronic,High
COMP_02924,Component WHAT 69,Electronic,Medium
COMP_02925,Component LETTER 59,Metal,Medium
COMP_02926,Component LETTER 93,Electronic,Low
COMP_02927,Component MAKE 52,Plastic,Medium
COMP_02928,Component THEY 72,Metal,Medium
COMP_02929,Component CALL 26,Chemical,Medium
COMP_02930,Component IF 26,Electronic,High
COMP_02931,Component DEGREE 93,Chemical,High
COMP_02932,Component BUT 47,Metal,High
COMP_02933,Component RISE 69,Electronic,Medium
COMP_02934,Component FOUR 95,Electronic,Low
COMP_02935,Component POWER 66,Plastic,Medium
COMP_02936,Component DECIDE 49,Chemical,Medium
COMP_02937,Component NEED 24,Plastic,Low
COMP_02938,Component APPLY 62,Plastic,High
COMP_02939,Component PHONE 83,Metal,Medium
COMP_02940,Component STUDY 20,Chemical,Medium
COMP_02941,Component INTEREST 86,Electronic,High
COMP_02942,Component CHANGE 75,Chemical,High
COMP_02943,Component RATHER 11,Electronic,Low
COMP_02944,Component SIMPLY 57,Electronic,High
COMP_02945,Component WEIGHT 81,Metal,High
COMP_02946,Component MAJORITY 24,Chemical,Low
COMP_02947,Component MUCH 31,Plastic,Low
COMP_02948,Component SOCIETY 40,Plastic,Medium
COMP_02949,Component INDEED 18,Electronic,Low
COMP_02950,Component UP 31,Metal,Low
COMP_02951,Component STATEMENT 19,Metal,High
COMP_02952,Component BRING 27,Electronic,Medium
COMP_02953,Component BETTER 13,Metal,Low
COMP_02954,Component NATIONAL 77,Metal,Medium
COMP_02955,Component SMALL 10,Chemical,Low
COMP_02956,Component PAINTING 63,Metal,Low
COMP_02957,Component ATTORNEY 29,Metal,Low
COMP_02958,Component OTHERS 95,Electronic,Low
COMP_02959,Component COMMUNITY 29,Metal,Low
COMP_02960,Component OPEN 79,Plastic,Low
COMP_02961,Component DURING 25,Metal,Medium
COMP_02962,Component RICH 11,Electronic,Medium
COMP_02963,Component SENIOR 27,Metal,Medium
COMP_02964,Component FAST 22,Chemical,Medium
COMP_02965,Component SPRING 77,Chemical,Low
COMP_02966,Component SPEECH 12,Chemical,Medium
COMP_02967,Component YEAH 85,Metal,Medium
COMP_02968,Component SEEM 68,Chemical,High
COMP_02969,Component RETURN 13,Metal,High
COMP_02970,Component EXECUTIVE 11,Metal,Medium
COMP_02971,Component ALTHOUGH 61,Electronic,Medium
COMP_02972,Component THIRD 50,Electronic,High
COMP_02973,Component CASE 81,Metal,Low
COMP_02974,Component LEADER 91,Metal,Medium
COMP_02975,Component PUT 89,Metal,Medium
COMP_02976,Component SELL 80,Metal,High
COMP_02977,Component TEND 89,Chemical,Low
COMP_02978,Component ANSWER 52,Metal,High
COMP_02979,Component RELATE 77,Metal,High
COMP_02980,Component MUST 72,Plastic,Medium
COMP_02981,Component VERY 38,Chemical,Medium
COMP_02982,Component WEIGHT 16,Electronic,High
COMP_02983,Component DOWN 33,Chemical,High
COMP_02984,Component GO 44,Electronic,High
COMP_02985,Component RECENTLY 54,Chemical,Medium
COMP_02986,Component ONE 35,Metal,High
COMP_02987,Component WATER 11,Chemical,Medium
COMP_02988,Component SIGNIFICANT 89,Metal,Low
COMP_02989,Component OCCUR 28,Plastic,High
COMP_02990,Component SKIN 40,Metal,Medium
COMP_02991,Component OUR 87,Electronic,Medium
COMP_02992,Component MAJORITY 90,Plastic,Medium
COMP_02993,Component FATHER 53,Chemical,Low
COMP_02994,Component PROTECT 43,Plastic,Medium
COMP_02995,Component PUSH 25,Metal,Low
COMP_02996,Component DIFFERENCE 39,Chemical,Medium
COMP_02997,Component HOUSE 19,Chemical,Low
COMP_02998,Component RACE 57,Metal,Low
COMP_02999,Component FOCUS 14,Electronic,High
COMP_03000,Component ASK 95,Chemical,Low
COMP_03001,Component TODAY 97,Metal,High
COMP_03002,Component WITHIN 91,Plastic,High
COMP_03003,Component WOMAN 48,Plastic,Low
COMP_03004,Component SPRING 11,Plastic,Medium
COMP_03005,Component MR 28,Plastic,Low
COMP_03006,Component STUDY 93,Electronic,Medium
COMP_03007,Component FORWARD 31,Chemical,High
COMP_03008,Component STAGE 72,Metal,High
COMP_03009,Component WORK 92,Electronic,High
COMP_03010,Component OFFICIAL 67,Chemical,High
COMP_03011,Component FILL 24,Metal,Low
COMP_03012,Component COLD 90,Chemical,High
COMP_03013,Component THROW 59,Metal,High
COMP_03014,Component ABILITY 94,Plastic,Medium
COMP_03015,Component FIRM 15,Electronic,Low
COMP_03016,Component POPULAR 27,Electronic,High
COMP_03017,Component SORT 30,Chemical,Medium
COMP_03018,Component HIM 81,Chemical,High
COMP_03019,Component PRODUCTION 56,Electronic,Low
COMP_03020,Component ENTER 71,Electronic,Medium
COMP_03021,Component WIND 72,Electronic,High
COMP_03022,Component PRACTICE 30,Chemical,Low
COMP_03023,Component COUNTRY 91,Electronic,High
COMP_03024,Component MOST 39,Metal,Low
COMP_03025,Component MISSION 16,Electronic,High
COMP_03026,Component IMPORTANT 14,Metal,High
COMP_03027,Component WITH 11,Electronic,Low
COMP_03028,Component MANAGE 17,Electronic,Low
COMP_03029,Component RELATIONSHIP 82,Metal,High
COMP_03030,Component GROUP 31,Electronic,Low
COMP_03031,Component LEAD 35,Chemical,High
COMP_03032,Component LIVE 23,Plastic,Low
COMP_03033,Component FOUR 47,Electronic,Medium
COMP_03034,Component DREAM 74,Metal,Medium
COMP_03035,Component SOCIAL 56,Plastic,Low
COMP_03036,Component NEAR 20,Chemical,Low
COMP_03037,Component IT 46,Metal,High
COMP_03038,Component ISSUE 55,Plastic,Medium
COMP_03039,Component OPPORTUNITY 38,Chemical,Low
COMP_03040,Component NATION 83,Chemical,High
COMP_03041,Component BALL 21,Plastic,High
COMP_03042,Component FORGET 48,Metal,Low
COMP_03043,Component GUESS 16,Plastic,High
COMP_03044,Component QUITE 94,Metal,Low
COMP_03045,Component DIFFERENCE 76,Metal,Medium
COMP_03046,Component SOMEONE 18,Plastic,High
COMP_03047,Component PERHAPS 71,Plastic,Medium
COMP_03048,Component THAT 42,Chemical,Low
COMP_03049,Component CASE 33,Plastic,Low
COMP_03050,Component REMEMBER 47,Chemical,Medium
COMP_03051,Component FOOD 17,Plastic,Medium
COMP_03052,Component TEAM 33,Plastic,High
COMP_03053,Component BEGIN 44,Metal,Low
COMP_03054,Component TRAINING 13,Electronic,Low
COMP_03055,Component STUFF 23,Plastic,Low
COMP_03056,Component DECISION 22,Electronic,Low
COMP_03057,Component SITUATION 65,Electronic,High
COMP_03058,Component VIEW 66,Electronic,High
COMP_03059,Component DEGREE 65,Chemical,High
COMP_03060,Component MIDDLE 15,Plastic,High
COMP_03061,Component DEMOCRAT 41,Electronic,Low
COMP_03062,Component CUP 44,Electronic,High
COMP_03063,Component SUGGEST 37,Plastic,Low
COMP_03064,Component CONSUMER 74,Electronic,Medium
COMP_03065,Component INDICATE 44,Metal,Low
COMP_03066,Component REASON 38,Plastic,Medium
COMP_03067,Component FLOOR 46,Electronic,Medium
COMP_03068,Component THOSE 25,Electronic,Low
COMP_03069,Component AREA 42,Metal,High
COMP_03070,Component NATURE 79,Electronic,Medium
COMP_03071,Component BIG 20,Plastic,Medium
COMP_03072,Component PLANT 40,Electronic,Medium
COMP_03073,Component PROVE 38,Chemical,High
COMP_03074,Component FIRM 93,Electronic,High
COMP_03075,Component FORCE 54,Plastic,Medium
COMP_03076,Component FEW 29,Chemical,Medium
COMP_03077,Component OR 80,Plastic,High
COMP_03078,Component OWN 22,Electronic,Medium
COMP_03079,Component AS 26,Metal,Medium
COMP_03080,Component SPECIAL 24,Metal,Medium
COMP_03081,Component CHILD 28,Plastic,Low
COMP_03082,Component AGENT 91,Plastic,High
COMP_03083,Component NEAR 25,Electronic,Medium
COMP_03084,Component FINE 95,Metal,High
COMP_03085,Component CHALLENGE 83,Plastic,High
COMP_03086,Component STYLE 39,Metal,High
COMP_03087,Component MANAGE 56,Plastic,Medium
COMP_03088,Component EAST 13,Plastic,High
COMP_03089,Component HEAVY 50,Plastic,High
COMP_03090,Component POOR 59,Metal,High
COMP_03091,Component PARTY 27,Electronic,High
COMP_03092,Component BOY 33,Chemical,Low
COMP_03093,Component OWNER 11,Chemical,High
COMP_03094,Component CARE 27,Chemical,High
COMP_03095,Component BETTER 63,Electronic,Low
COMP_03096,Component FOUR 81,Plastic,Medium
COMP_03097,Component MAYBE 70,Chemical,Low
COMP_03098,Component RELATE 91,Chemical,Medium
COMP_03099,Component MOVEMENT 86,Chemical,High
COMP_03100,Component LATER 30,Chemical,Medium
COMP_03101,Component TECHNOLOGY 47,Metal,Low
COMP_03102,Component WITH 35,Plastic,Low
COMP_03103,Component EVEN 50,Electronic,Medium
COMP_03104,Component SEA 83,Chemical,High
COMP_03105,Component FACT 30,Plastic,Low
COMP_03106,Component SEEK 55,Plastic,High
COMP_03107,Component NICE 13,Metal,High
COMP_03108,Component THE 24,Plastic,Low
COMP_03109,Component SOCIETY 87,Plastic,Low
COMP_03110,Component COMMON 18,Metal,Low
COMP_03111,Component ORGANIZATION 37,Plastic,Low
COMP_03112,Component YOU 18,Plastic,High
COMP_03113,Component LEAD 74,Plastic,High
COMP_03114,Component BASE 71,Plastic,Low
COMP_03115,Component SURE 67,Plastic,Low
COMP_03116,Component COMPUTER 18,Metal,High
COMP_03117,Component ACTUALLY 62,Metal,Low
COMP_03118,Component STRATEGY 85,Chemical,High
COMP_03119,Component FORM 41,Electronic,Medium
COMP_03120,Component CHOOSE 56,Chemical,Low
COMP_03121,Component REPUBLICAN 64,Plastic,Medium
COMP_03122,Component VALUE 33,Plastic,High
COMP_03123,Component MRS 94,Chemical,High
COMP_03124,Component LINE 60,Electronic,Low
COMP_03125,Component AHEAD 82,Plastic,Medium
COMP_03126,Component ALSO 98,Electronic,Low
COMP_03127,Component CAMERA 64,Electronic,High
COMP_03128,Component PAPER 24,Electronic,Medium
COMP_03129,Component ANYONE 48,Plastic,Low
COMP_03130,Component HOWEVER 55,Plastic,High
COMP_03131,Component COACH 79,Chemical,Low
COMP_03132,Component FEELING 92,Plastic,Low
COMP_03133,Component LAST 77,Plastic,Medium
COMP_03134,Component SOLDIER 24,Electronic,Low
COMP_03135,Component HOTEL 91,Electronic,Low
COMP_03136,Component CIVIL 11,Chemical,High
COMP_03137,Component WEST 24,Plastic,Medium
COMP_03138,Component ATTORNEY 71,Electronic,Low
COMP_03139,Component PRODUCTION 50,Chemical,High
COMP_03140,Component RED 69,Electronic,Low
COMP_03141,Component STOCK 90,Chemical,Low
COMP_03142,Component CARD 36,Electronic,Low
COMP_03143,Component TRY 84,Plastic,High
COMP_03144,Component CIVIL 27,Chemical,Low
COMP_03145,Component HEAD 15,Electronic,Low
COMP_03146,Component INTO 63,Chemical,Medium
COMP_03147,Component CLASS 11,Chemical,Low
COMP_03148,Component ENTIRE 29,Chemical,High
COMP_03149,Component FILL 77,Electronic,Medium
COMP_03150,Component DISCUSS 84,Plastic,High
COMP_03151,Component MAIN 95,Plastic,Medium
COMP_03152,Component JOIN 17,Chemical,High
COMP_03153,Component SUCH 91,Plastic,Medium
COMP_03154,Component CLAIM 93,Electronic,Medium
COMP_03155,Component THIS 32,Plastic,Low
COMP_03156,Component POOR 70,Plastic,High
COMP_03157,Component CLEARLY 17,Electronic,Low
COMP_03158,Component SEVERAL 58,Electronic,Medium
COMP_03159,Component WHOSE 35,Chemical,Medium
COMP_03160,Component ALWAYS 45,Metal,Low
COMP_03161,Component LANGUAGE 58,Metal,Low
COMP_03162,Component KID 11,Electronic,Low
COMP_03163,Component WIND 10,Electronic,Medium
COMP_03164,Component HARD 96,Plastic,High
COMP_03165,Component EVER 31,Electronic,High
COMP_03166,Component HIT 30,Metal,Medium
COMP_03167,Component WHOSE 10,Chemical,High
COMP_03168,Component JOIN 78,Metal,Low
COMP_03169,Component UPON 21,Plastic,High
COMP_03170,Component QUESTION 61,Metal,High
COMP_03171,Component WONDER 75,Chemical,Medium
COMP_03172,Component PUBLIC 62,Plastic,Medium
COMP_03173,Component KITCHEN 45,Electronic,High
COMP_03174,Component STAY 29,Electronic,High
COMP_03175,Component MISSION 18,Chemical,Low
COMP_03176,Component ARM 58,Metal,Low
COMP_03177,Component WIN 90,Electronic,Medium
COMP_03178,Component CUSTOMER 79,Plastic,Low
COMP_03179,Component LESS 62,Electronic,Low
COMP_03180,Component ANYTHING 29,Electronic,Low
COMP_03181,Component LESS 37,Electronic,Low
COMP_03182,Component ANYONE 89,Electronic,Medium
COMP_03183,Component AUDIENCE 49,Metal,Medium
COMP_03184,Component THANK 87,Plastic,High
COMP_03185,Component APPROACH 29,Metal,High
COMP_03186,Component OTHERS 99,Electronic,Low
COMP_03187,Component WESTERN 28,Electronic,Low
COMP_03188,Component WHO 52,Chemical,Low
