id,name,tier,country_id,esg_score,carbon_intensity
SUP_T2_03434,Johnson-Perez Parts,2,MT,75.5,376.4
SUP_T2_03435,Moyer-Johnson Parts,2,NL,42.9,406.9
SUP_T2_03436,"Chapman, Ball and Patterson Parts",2,CV,78.0,30.5
SUP_T2_03437,"Ho, Wilson and Mendoza Parts",2,ST,67.9,596.1
SUP_T2_03438,Powell Group Parts,2,AU,84.2,185.7
SUP_T2_03439,Mccullough PLC Parts,2,BY,91.4,434.5
SUP_T2_03440,Dalton Inc Parts,2,CV,94.6,358.1
SUP_T2_03441,Duran-Bennett Parts,2,GM,62.2,366.8
SUP_T2_03442,Miller and Sons Parts,2,GH,82.2,352.2
SUP_T2_03443,Walker LLC Parts,2,IR,87.8,400.9
SUP_T2_03444,Craig-Miller Parts,2,CU,44.9,322.9
SUP_T2_03445,Shelton-Keller Parts,2,AF,69.4,232.4
SUP_T2_03446,Waters PLC Parts,2,TH,75.0,349.9
SUP_T2_03447,Giles-Mcdaniel Parts,2,AF,58.2,79.7
SUP_T2_03448,Hudson-Oconnor Parts,2,IS,82.5,534.7
SUP_T2_03449,"Curtis, Giles and Jones Parts",2,LY,92.4,536.5
SUP_T2_03450,"Taylor, Bradley and Novak Parts",2,VC,50.2,472.6
SUP_T2_03451,"Friedman, Grant and Ferguson Parts",2,CM,56.2,101.9
SUP_T2_03452,"Adams, Jordan and Lynch Parts",2,SB,62.2,344.7
SUP_T2_03453,Logan-Parrish Parts,2,UA,62.4,425.8
SUP_T2_03454,Martinez Inc Parts,2,SO,48.5,391.3
SUP_T2_03455,Yates-Bean Parts,2,CU,82.0,584.0
SUP_T2_03456,"Blair, Bates and Daniels Parts",2,GR,75.3,120.9
SUP_T2_03457,"George, Holt and Romero Parts",2,PK,57.0,567.0
SUP_T2_03458,Wong-Evans Parts,2,MT,68.6,147.8
SUP_T2_03459,"Morgan, Moss and Hunt Parts",2,HN,75.8,541.1
SUP_T2_03460,"Jones, Miller and Reed Parts",2,CG,47.6,540.3
SUP_T2_03461,"Gardner, Ellis and Patrick Parts",2,IS,86.0,588.9
SUP_T2_03462,Dominguez Group Parts,2,DZ,89.3,576.8
SUP_T2_03463,Kelly and Sons Parts,2,NL,94.0,543.3
SUP_T2_03464,Woodard Group Parts,2,SB,58.8,338.6
SUP_T2_03465,Myers-Gonzalez Parts,2,AF,62.3,462.6
SUP_T2_03466,"Lopez, Peck and Hayes Parts",2,SM,77.2,271.8
SUP_T2_03467,Deleon-Stuart Parts,2,BJ,45.1,339.4
SUP_T2_03468,Ball Ltd Parts,2,IR,59.0,385.6
SUP_T2_03469,Simpson-Patel Parts,2,PK,40.8,299.5
SUP_T2_03470,Weaver-Vincent Parts,2,TN,45.4,501.8
SUP_T2_03471,"Herman, Wagner and Higgins Parts",2,AF,82.2,488.2
SUP_T2_03472,Hood and Sons Parts,2,MN,71.4,588.7
SUP_T2_03473,Black-Gonzalez Parts,2,NL,53.9,131.4
SUP_T2_03474,"Johnson, Schneider and Flores Parts",2,BJ,61.9,106.4
SUP_T2_03475,"Smith, Schneider and Fleming Parts",2,MM,86.7,177.7
SUP_T2_03476,Wood Ltd Parts,2,GD,87.0,502.9
SUP_T2_03477,Ware-Alvarado Parts,2,GM,66.3,149.8
SUP_T2_03478,Campos-Price Parts,2,DZ,76.7,318.1
SUP_T2_03479,"Harvey, Jennings and Carroll Parts",2,LA,89.9,245.8
SUP_T2_03480,Nunez and Sons Parts,2,UA,46.4,588.2
SUP_T2_03481,Yoder-Thompson Parts,2,TH,67.7,63.5
SUP_T2_03482,"Cooper, Brooks and King Parts",2,LY,84.8,214.2
SUP_T2_03483,"Long, Watkins and Gonzalez Parts",2,GR,42.6,58.4
SUP_T2_03484,Serrano-Carr Parts,2,UG,43.1,396.0
SUP_T2_03485,Little Ltd Parts,2,HT,56.1,371.8
SUP_T2_03486,Sutton Ltd Parts,2,GE,43.0,256.5
SUP_T2_03487,"Bradford, Clarke and Greer Parts",2,LU,87.5,322.6
SUP_T2_03488,Cline and Sons Parts,2,BA,75.3,383.6
SUP_T2_03489,"Horne, Bradshaw and Michael Parts",2,ST,80.1,147.9
SUP_T2_03490,Sullivan-Green Parts,2,HR,54.9,539.5
SUP_T2_03491,"Becker, Murphy and Patel Parts",2,BA,64.3,183.3
SUP_T2_03492,Bowen-Randolph Parts,2,NO,43.2,566.9
SUP_T2_03493,Sloan LLC Parts,2,IT,79.9,462.5
SUP_T2_03494,Jackson-Johnston Parts,2,KW,76.9,365.9
SUP_T2_03495,Shah-Walker Parts,2,BN,41.1,483.2
SUP_T2_03496,"Walker, Moreno and Harrington Parts",2,NP,79.9,499.1
SUP_T2_03497,Garcia-Dalton Parts,2,TH,90.8,589.5
SUP_T2_03498,"Rodriguez, Page and Wood Parts",2,AU,82.3,172.9
SUP_T2_03499,Lynn Group Parts,2,LA,91.5,411.3
SUP_T2_03500,"Baker, Hughes and Horn Parts",2,FI,43.7,133.3
SUP_T2_03501,Smith-Flores Parts,2,IN,65.0,71.7
SUP_T2_03502,Mejia-Mitchell Parts,2,PE,92.5,202.2
SUP_T2_03503,Walker-Lee Parts,2,GM,51.1,551.2
SUP_T2_03504,"Hanson, Rich and English Parts",2,BG,46.0,335.9
SUP_T2_03505,"Jones, Collier and Sloan Parts",2,HT,65.5,138.9
SUP_T2_03506,"Washington, Williams and Boyd Parts",2,GM,77.3,65.6
SUP_T2_03507,"Cook, Young and Leon Parts",2,NO,40.0,85.3
SUP_T2_03508,Roberson and Sons Parts,2,TN,53.1,317.7
SUP_T2_03509,Parker-Nguyen Parts,2,MN,47.3,307.5
SUP_T2_03510,Rodriguez-Carey Parts,2,BN,60.7,130.4
SUP_T2_03511,Rodriguez Ltd Parts,2,CV,44.1,407.4
SUP_T2_03512,Diaz and Sons Parts,2,BZ,56.9,363.7
SUP_T2_03513,Alvarez-Singleton Parts,2,GM,87.6,207.4
SUP_T2_03514,"Davis, Lindsey and West Parts",2,AF,87.5,190.5
SUP_T2_03515,Williams-Moyer Parts,2,GD,93.5,74.8
SUP_T2_03516,Cisneros-Hernandez Parts,2,HR,55.7,50.7
SUP_T2_03517,"Lang, Campbell and Carrillo Parts",2,CV,51.3,165.1
SUP_T2_03518,Johnson LLC Parts,2,VC,61.9,329.8
SUP_T2_03519,Bryant PLC Parts,2,AF,89.8,449.7
SUP_T2_03520,"Gould, Martinez and Vargas Parts",2,TV,76.7,118.8
SUP_T2_03521,Hoffman-Jacobs Parts,2,BY,44.1,503.7
SUP_T2_03522,Todd Inc Parts,2,UY,88.3,538.7
SUP_T2_03523,Ward-Young Parts,2,MV,85.5,79.4
SUP_T2_03524,"Rose, Gates and Bailey Parts",2,LY,54.4,559.7
SUP_T2_03525,Wu LLC Parts,2,GH,49.4,336.8
SUP_T2_03526,"Lamb, Pacheco and Patterson Parts",2,NP,83.1,418.3
SUP_T2_03527,Sosa PLC Parts,2,BA,52.9,267.1
SUP_T2_03528,"Perry, Webster and Ryan Parts",2,MT,88.1,332.8
SUP_T2_03529,Evans-Jackson Parts,2,ME,86.6,122.8
SUP_T2_03530,Mccarthy-Dixon Parts,2,MN,62.5,216.3
SUP_T2_03531,"Barry, Ramirez and Chen Parts",2,CV,92.8,33.3
SUP_T2_03532,"Chapman, Oconnell and Hogan Parts",2,SM,79.6,268.6
SUP_T2_03533,Cobb-Skinner Parts,2,NL,64.9,426.1
SUP_T2_03534,Thompson-Anderson Parts,2,BG,87.3,307.9
SUP_T2_03535,"Lozano, Ponce and Burnett Parts",2,BG,68.5,488.4
SUP_T2_03536,Duke-Johnson Parts,2,AR,60.1,21.3
SUP_T2_03537,Khan Inc Parts,2,SM,47.9,402.2
SUP_T2_03538,Solis LLC Parts,2,GM,49.9,384.9
SUP_T2_03539,"Hall, Holland and Hall Parts",2,GE,77.1,70.0
SUP_T2_03540,Anderson Inc Parts,2,LA,77.3,402.5
SUP_T2_03541,Oneill-Jones Parts,2,AR,82.8,332.7
SUP_T2_03542,Nguyen Group Parts,2,CV,91.5,418.3
SUP_T2_03543,Boyd Ltd Parts,2,BG,71.3,444.8
SUP_T2_03544,"Simmons, Rojas and Fleming Parts",2,CG,75.8,563.5
SUP_T2_03545,Turner-Rosales Parts,2,BW,94.0,100.5
SUP_T2_03546,"Jensen, Cruz and Harvey Parts",2,LA,93.3,457.9
SUP_T2_03547,"Henry, Porter and Jefferson Parts",2,GD,70.7,329.9
SUP_T2_03548,Henderson Ltd Parts,2,BJ,52.9,381.6
SUP_T2_03549,Ball-Carter Parts,2,SM,55.9,337.1
SUP_T2_03550,Hernandez-Smith Parts,2,IS,92.4,93.6
SUP_T2_03551,Singleton-Mercer Parts,2,LK,86.8,483.1
SUP_T2_03552,"Jackson, Wood and Clark Parts",2,MT,76.4,334.5
SUP_T2_03553,Fox and Sons Parts,2,ML,67.9,189.3
SUP_T2_03554,"Daniels, Velasquez and Mclaughlin Parts",2,PE,56.4,371.2
SUP_T2_03555,Huff and Sons Parts,2,TW,70.4,58.3
SUP_T2_03556,Obrien Ltd Parts,2,HT,55.6,282.1
SUP_T2_03557,Sims PLC Parts,2,SM,67.9,578.2
SUP_T2_03558,Brown Ltd Parts,2,LK,78.2,276.0
SUP_T2_03559,Mcclure PLC Parts,2,SN,90.8,156.5
SUP_T2_03560,Perry Group Parts,2,SM,62.1,246.5
SUP_T2_03561,Harris PLC Parts,2,IN,69.7,583.8
SUP_T2_03562,Cooper-Patel Parts,2,BY,41.4,377.0
SUP_T2_03563,Powell-Mccarthy Parts,2,HR,60.9,65.2
SUP_T2_03564,"Bryant, Buchanan and Yoder Parts",2,AU,79.6,404.9
SUP_T2_03565,Marshall-Green Parts,2,CH,67.2,328.7
SUP_T2_03566,Hart-Baker Parts,2,TH,69.8,517.1
SUP_T2_03567,Gray PLC Parts,2,SB,67.8,436.8
SUP_T2_03568,Nguyen PLC Parts,2,DJ,86.0,95.1
SUP_T2_03569,Dixon Ltd Parts,2,CG,71.7,306.5
SUP_T2_03570,"Chavez, Yoder and Spencer Parts",2,LK,83.5,328.6
SUP_T2_03571,"Garcia, Brown and Melton Parts",2,UG,40.0,393.3
SUP_T2_03572,"Gonzales, Martinez and Harrison Parts",2,TG,60.3,423.4
SUP_T2_03573,Bryant and Sons Parts,2,GR,76.5,523.3
SUP_T2_03574,Ramos Ltd Parts,2,TH,61.0,379.3
SUP_T2_03575,"Robinson, Cunningham and Aguilar Parts",2,CU,71.3,37.8
SUP_T2_03576,Frye Inc Parts,2,NL,49.2,541.9
SUP_T2_03577,White-Moore Parts,2,LU,82.8,218.7
SUP_T2_03578,"Browning, Lewis and Jenkins Parts",2,PL,54.8,125.9
SUP_T2_03579,Moses Ltd Parts,2,UG,61.6,364.3
SUP_T2_03580,Lloyd-Sandoval Parts,2,IN,47.7,499.4
SUP_T2_03581,"Jones, Turner and Tran Parts",2,BZ,50.2,163.0
SUP_T2_03582,Young and Sons Parts,2,IT,77.6,448.8
SUP_T2_03583,Valdez-Park Parts,2,BJ,83.4,501.6
SUP_T2_03584,Clarke PLC Parts,2,CM,87.6,132.8
SUP_T2_03585,Flores LLC Parts,2,VC,58.7,115.4
SUP_T2_03586,Butler-Burns Parts,2,HT,77.6,551.3
SUP_T2_03587,"Ford, Manning and Snyder Parts",2,BY,69.3,216.0
SUP_T2_03588,Morton LLC Parts,2,AE,49.8,568.1
SUP_T2_03589,Mcmahon PLC Parts,2,TH,49.2,353.8
SUP_T2_03590,Green-King Parts,2,BG,92.0,148.6
SUP_T2_03591,Carr-Hardy Parts,2,CM,58.9,372.6
SUP_T2_03592,Barry PLC Parts,2,PL,45.6,519.1
SUP_T2_03593,"Gonzales, Lopez and Thompson Parts",2,SA,45.8,432.2
SUP_T2_03594,Martin LLC Parts,2,PL,60.1,571.9
SUP_T2_03595,Estrada PLC Parts,2,NP,68.5,574.6
SUP_T2_03596,Wolf-Lozano Parts,2,GE,40.9,205.9
SUP_T2_03597,"Rodriguez, Henry and Woodard Parts",2,NP,82.5,186.6
SUP_T2_03598,Taylor-Bean Parts,2,FI,52.3,132.6
SUP_T2_03599,"Sanchez, Hernandez and Burnett Parts",2,NL,88.3,538.4
SUP_T2_03600,Taylor LLC Parts,2,BW,90.9,85.7
SUP_T2_03601,Daniel-Barber Parts,2,AE,72.9,115.6
SUP_T2_03602,Kelley and Sons Parts,2,IN,68.7,428.7
SUP_T2_03603,Ware LLC Parts,2,TG,54.8,41.9
SUP_T2_03604,"Burns, Cochran and Parks Parts",2,HN,51.6,198.4
SUP_T2_03605,Stone-Hunter Parts,2,GE,56.2,82.4
SUP_T2_03606,"Gonzales, Sutton and Steele Parts",2,GE,51.1,145.6
SUP_T2_03607,"Bush, Watson and Robertson Parts",2,LU,60.1,533.9
SUP_T2_03608,Young PLC Parts,2,GH,66.2,510.6
SUP_T2_03609,Glass-Lindsey Parts,2,UG,45.4,483.3
SUP_T2_03610,Harris LLC Parts,2,CV,86.8,46.6
SUP_T2_03611,Young-Hughes Parts,2,BJ,92.4,106.8
SUP_T2_03612,Briggs PLC Parts,2,VC,55.6,466.5
SUP_T2_03613,Rodriguez-Jones Parts,2,UY,41.9,225.2
SUP_T2_03614,Finley Ltd Parts,2,CU,61.1,326.9
SUP_T2_03615,"Roach, Dillon and Johnson Parts",2,NL,78.3,323.8
SUP_T2_03616,Day and Sons Parts,2,UA,73.3,504.2
SUP_T2_03617,"Mcmahon, Curry and Beck Parts",2,AE,40.4,229.4
SUP_T2_03618,Turner Group Parts,2,TG,86.5,325.5
SUP_T2_03619,Valdez-Moss Parts,2,BN,62.1,536.3
SUP_T2_03620,Brown and Sons Parts,2,IQ,70.7,549.5
SUP_T2_03621,Ray Group Parts,2,TN,62.9,574.2
SUP_T2_03622,Clark PLC Parts,2,SA,62.9,457.5
SUP_T2_03623,Davis-Ponce Parts,2,MV,64.3,193.2
SUP_T2_03624,Sanders Ltd Parts,2,GM,47.6,429.5
SUP_T2_03625,Dennis Inc Parts,2,TW,58.6,449.7
SUP_T2_03626,Moore Ltd Parts,2,HR,69.8,216.9
SUP_T2_03627,"Choi, Ortiz and Goodwin Parts",2,TN,93.0,482.0
SUP_T2_03628,Brown PLC Parts,2,MN,83.3,508.1
SUP_T2_03629,"Nunez, Wilson and Reyes Parts",2,JP,49.8,94.8
SUP_T2_03630,Anderson and Sons Parts,2,NL,93.2,491.2
SUP_T2_03631,Martinez Ltd Parts,2,TN,94.2,34.7
SUP_T2_03632,Griffin Ltd Parts,2,DZ,88.5,44.9
SUP_T2_03633,Stanley-Schaefer Parts,2,MM,60.5,153.2
SUP_T2_03634,Randolph-Gonzalez Parts,2,MT,44.0,157.1
SUP_T2_03635,"Francis, Lewis and Carter Parts",2,ME,84.0,523.7
SUP_T2_03636,Reynolds LLC Parts,2,AU,51.5,207.9
SUP_T2_03637,Herrera Ltd Parts,2,AE,41.9,138.4
SUP_T2_03638,Gibson Ltd Parts,2,TN,70.6,125.6
SUP_T2_03639,Frank-Garcia Parts,2,TJ,55.6,184.9
SUP_T2_03640,Thompson-Davis Parts,2,CG,68.9,242.2
SUP_T2_03641,Clarke Ltd Parts,2,NP,47.9,578.6
SUP_T2_03642,Garrett-Taylor Parts,2,CM,63.3,541.3
SUP_T2_03643,Heath-Ray Parts,2,BA,79.6,189.7
SUP_T2_03644,Hendrix-Hernandez Parts,2,KW,48.2,23.7
SUP_T2_03645,Bennett-Smith Parts,2,HN,86.5,591.2
SUP_T2_03646,"Lee, Bradford and Vang Parts",2,GM,90.6,187.0
SUP_T2_03647,Griffith-Franco Parts,2,AU,68.9,487.1
SUP_T2_03648,Cochran Ltd Parts,2,LU,78.9,488.5
SUP_T2_03649,"Smith, Galvan and Baldwin Parts",2,VC,80.5,130.4
SUP_T2_03650,"Carlson, Anderson and Neal Parts",2,AU,46.9,371.8
SUP_T2_03651,Colon-Frank Parts,2,DZ,74.5,382.0
SUP_T2_03652,Novak Inc Parts,2,UA,60.7,24.7
SUP_T2_03653,Hill Group Parts,2,UY,68.6,260.9
SUP_T2_03654,Dunn-Fernandez Parts,2,NP,48.8,436.2
SUP_T2_03655,Parker-Bradshaw Parts,2,CH,59.0,328.9
SUP_T2_03656,Mathis LLC Parts,2,SO,62.2,429.6
SUP_T2_03657,Beasley and Sons Parts,2,CU,49.7,124.8
SUP_T2_03658,Thomas Group Parts,2,BN,66.4,206.1
SUP_T2_03659,Henderson LLC Parts,2,HN,70.9,174.1
SUP_T2_03660,"Martin, Hall and Simpson Parts",2,IT,60.8,520.4
SUP_T2_03661,Jackson PLC Parts,2,LK,57.9,378.8
SUP_T2_03662,Ramos Ltd Parts,2,TW,84.9,515.8
SUP_T2_03663,Reynolds PLC Parts,2,CU,61.0,401.5
SUP_T2_03664,Gutierrez and Sons Parts,2,TG,80.1,247.6
SUP_T2_03665,Heath PLC Parts,2,BY,79.5,577.0
SUP_T2_03666,"Landry, Rodriguez and Flores Parts",2,SO,49.7,285.2
SUP_T2_03667,Carey Ltd Parts,2,PK,50.9,476.6
SUP_T2_03668,"May, Walker and Page Parts",2,PK,90.9,400.1
SUP_T2_03669,Johnson-Brown Parts,2,BY,92.6,557.1
SUP_T2_03670,Jensen Group Parts,2,GE,50.0,110.0
SUP_T2_03671,Elliott-Tate Parts,2,PK,80.8,531.3
SUP_T2_03672,Richardson-Orozco Parts,2,TJ,80.3,483.7
SUP_T2_03673,Dean-Wood Parts,2,BW,75.2,157.0
SUP_T2_03674,"Rhodes, Bolton and Watson Parts",2,AF,53.0,116.6
SUP_T2_03675,Bridges-Bautista Parts,2,HN,78.6,161.8
SUP_T2_03676,Mendoza-Rodriguez Parts,2,SM,51.2,342.4
SUP_T2_03677,Murray-Smith Parts,2,MM,54.7,90.9
SUP_T2_03678,Peters Inc Parts,2,CH,80.5,531.9
SUP_T2_03679,"Martinez, Clark and Shaffer Parts",2,CM,48.9,248.0
SUP_T2_03680,"Sparks, Spencer and Garcia Parts",2,YE,91.8,351.2
SUP_T2_03681,Hill-Harding Parts,2,FI,87.6,355.0
SUP_T2_03682,Martin-Black Parts,2,TV,73.6,440.5
SUP_T2_03683,"Smith, Davis and Acosta Parts",2,BY,89.1,370.1
SUP_T2_03684,West-Hernandez Parts,2,BA,40.1,351.2
SUP_T2_03685,Oneill Inc Parts,2,BA,43.8,52.2
SUP_T2_03686,Bush-Ford Parts,2,YE,76.7,365.6
SUP_T2_03687,Romero Group Parts,2,UG,90.1,436.9
SUP_T2_03688,Garcia-Brown Parts,2,PK,67.0,539.3
SUP_T2_03689,"Perez, Miller and Williams Parts",2,GE,47.6,571.7
SUP_T2_03690,Ward-Schmidt Parts,2,CG,53.4,106.6
SUP_T2_03691,Vasquez-Gonzalez Parts,2,TJ,47.4,231.3
SUP_T2_03692,Thompson-Padilla Parts,2,ST,70.1,120.5
SUP_T2_03693,Smith Group Parts,2,GD,54.6,341.4
SUP_T2_03694,Bailey PLC Parts,2,CH,68.5,313.4
SUP_T2_03695,"Kelly, Simmons and Jordan Parts",2,BA,59.2,142.1
SUP_T2_03696,Crawford-Harris Parts,2,PL,76.7,227.3
SUP_T2_03697,"Smith, Gonzalez and Lambert Parts",2,TG,75.1,248.7
SUP_T2_03698,Lawson and Sons Parts,2,UA,83.9,555.1
SUP_T2_03699,Weeks-Massey Parts,2,GD,51.1,181.3
SUP_T2_03700,Kim-Hernandez Parts,2,ZW,53.0,245.0
SUP_T2_03701,Richards-Warren Parts,2,HT,84.8,516.0
SUP_T2_03702,Lyons Group Parts,2,GE,46.0,58.5
SUP_T2_03703,Johnson LLC Parts,2,NO,92.5,525.8
SUP_T2_03704,Perry-Garcia Parts,2,UY,41.3,106.5
SUP_T2_03705,Sims-Johnson Parts,2,GM,82.9,443.3
SUP_T2_03706,Pope Inc Parts,2,BN,76.5,73.6
SUP_T2_03707,Chapman-Estrada Parts,2,IN,66.3,399.2
SUP_T2_03708,Sloan Inc Parts,2,TW,50.6,375.0
SUP_T2_03709,Curry LLC Parts,2,IN,90.1,354.4
SUP_T2_03710,"Young, Tate and Arnold Parts",2,SO,44.5,418.3
SUP_T2_03711,"Hart, Graves and Zimmerman Parts",2,TV,45.1,581.1
SUP_T2_03712,"Adams, Smith and Wright Parts",2,AF,61.9,387.3
SUP_T2_03713,"Jones, Mueller and Williams Parts",2,DJ,46.4,111.3
SUP_T2_03714,"Lynch, Johnson and Lawrence Parts",2,CU,62.6,456.5
SUP_T2_03715,"Greer, Underwood and Noble Parts",2,IT,42.9,371.4
SUP_T2_03716,Logan-Rice Parts,2,UY,46.4,241.9
SUP_T2_03717,Fowler-Wong Parts,2,VC,47.1,124.8
SUP_T2_03718,Ford Group Parts,2,NL,74.0,38.5
SUP_T2_03719,"Martinez, Perry and Morrison Parts",2,IT,79.8,403.8
SUP_T2_03720,"Carter, Jenkins and Reyes Parts",2,UG,81.8,560.8
SUP_T2_03721,Hernandez Group Parts,2,IN,90.9,453.1
SUP_T2_03722,Cisneros-Washington Parts,2,PK,42.0,351.7
SUP_T2_03723,"Adams, Hall and Thompson Parts",2,SB,60.9,140.9
SUP_T2_03724,Kim-Clark Parts,2,AR,76.3,284.1
SUP_T2_03725,"Rasmussen, Santiago and Larson Parts",2,ZW,82.7,80.1
SUP_T2_03726,"Carroll, Wilson and Bishop Parts",2,JP,49.7,72.3
SUP_T2_03727,Jones LLC Parts,2,IS,83.4,416.2
SUP_T2_03728,Stephenson Ltd Parts,2,UG,47.7,215.6
SUP_T2_03729,Johnson Group Parts,2,AR,71.7,209.5
SUP_T2_03730,Robertson PLC Parts,2,IT,48.3,186.3
SUP_T2_03731,Garcia Group Parts,2,PE,40.9,497.5
SUP_T2_03732,Randall Ltd Parts,2,LY,78.5,232.7
SUP_T2_03733,"Hopkins, Mccoy and Guerrero Parts",2,BN,79.7,507.0
SUP_T2_03734,Davis-Galvan Parts,2,AU,84.6,446.9
SUP_T2_03735,"Acevedo, Lloyd and Young Parts",2,DZ,84.3,144.5
SUP_T2_03736,"Miles, Gilbert and Palmer Parts",2,BN,47.1,422.8
SUP_T2_03737,"Dyer, Deleon and West Parts",2,TV,85.3,470.3
SUP_T2_03738,Merritt Inc Parts,2,MT,93.3,88.8
SUP_T2_03739,Estes-Simon Parts,2,HR,50.5,562.4
SUP_T2_03740,"Gordon, Matthews and Roberts Parts",2,GE,69.7,244.7
SUP_T2_03741,"Romero, Ochoa and York Parts",2,PE,51.7,35.7
SUP_T2_03742,"Reilly, Shannon and Torres Parts",2,BW,88.8,471.5
SUP_T2_03743,Martin Inc Parts,2,GR,47.7,299.5
SUP_T2_03744,Arroyo-Stephenson Parts,2,ST,63.2,229.9
SUP_T2_03745,"Palmer, Ho and Duncan Parts",2,NO,66.4,343.4
SUP_T2_03746,Compton-Brooks Parts,2,HR,43.3,367.5
SUP_T2_03747,Ryan Inc Parts,2,UA,64.4,438.5
SUP_T2_03748,Green Inc Parts,2,HT,63.7,519.9
SUP_T2_03749,Wells-Kennedy Parts,2,IS,62.7,95.4
SUP_T2_03750,Poole and Sons Parts,2,JP,69.2,568.2
SUP_T2_03751,James Inc Parts,2,VC,58.8,171.4
SUP_T2_03752,Larson-Davis Parts,2,NO,85.5,417.0
SUP_T2_03753,"Contreras, Villa and Dixon Parts",2,DZ,52.2,432.0
SUP_T2_03754,Craig-Garza Parts,2,JP,41.8,54.0
SUP_T2_03755,Greene Group Parts,2,IS,73.9,546.6
SUP_T2_03756,"Mckee, Hernandez and Barber Parts",2,BG,92.6,347.4
SUP_T2_03757,Lane-Duarte Parts,2,CV,60.3,538.0
SUP_T2_03758,Beck-Williams Parts,2,MM,74.3,235.1
SUP_T2_03759,Chapman and Sons Parts,2,BN,60.5,266.6
SUP_T2_03760,"Wilson, Conway and Davis Parts",2,LU,92.0,165.7
SUP_T2_03761,"Henderson, Gomez and Williams Parts",2,VC,47.5,489.9
SUP_T2_03762,"May, Thompson and Mitchell Parts",2,CH,63.9,84.1
SUP_T2_03763,"Tran, Walker and Sharp Parts",2,UA,82.3,482.4
SUP_T2_03764,Rodriguez-Galvan Parts,2,TW,46.7,140.2
SUP_T2_03765,"Yates, Ballard and Santiago Parts",2,KW,70.5,78.2
SUP_T2_03766,White-Bowman Parts,2,BG,55.2,567.1
SUP_T2_03767,"Howe, Miles and Campbell Parts",2,NP,48.9,319.4
SUP_T2_03768,"Bennett, Payne and Le Parts",2,SM,40.7,76.5
SUP_T2_03769,"Patterson, Baker and Hunt Parts",2,HN,64.6,105.9
SUP_T2_03770,Brown Inc Parts,2,GR,87.8,82.7
SUP_T2_03771,Hoffman Inc Parts,2,KZ,78.7,288.8
SUP_T2_03772,Thomas-Zavala Parts,2,IN,68.0,257.0
SUP_T2_03773,Carpenter-Sanchez Parts,2,VC,53.6,287.9
SUP_T2_03774,"Russell, Daniels and Martinez Parts",2,MT,58.3,581.9
SUP_T2_03775,"Ponce, Choi and Osborne Parts",2,JP,59.9,327.8
SUP_T2_03776,Nichols-Patel Parts,2,HR,67.1,135.7
SUP_T2_03777,"Perez, Williams and Graham Parts",2,BG,49.6,428.4
SUP_T2_03778,Foster-Hernandez Parts,2,GR,41.0,272.4
SUP_T2_03779,"Wallace, Johnston and Coleman Parts",2,BN,69.2,326.3
SUP_T2_03780,"Whitaker, Davis and Jones Parts",2,SN,64.6,428.0
SUP_T2_03781,Willis Ltd Parts,2,ML,67.3,138.6
SUP_T2_03782,Howard PLC Parts,2,DZ,58.4,599.9
SUP_T2_03783,"Briggs, Lutz and Marks Parts",2,IN,73.4,110.8
SUP_T2_03784,"Russell, Hall and Alvarez Parts",2,BA,90.7,506.2
SUP_T2_03785,Kline-Peterson Parts,2,LA,64.0,106.4
SUP_T2_03786,Williams LLC Parts,2,SN,72.2,324.3
SUP_T2_03787,Hawkins-Davis Parts,2,IT,78.5,295.5
SUP_T2_03788,Chan-Graves Parts,2,LK,43.2,174.3
SUP_T2_03789,Ward LLC Parts,2,GH,63.4,200.1
SUP_T2_03790,Simpson-Baker Parts,2,IQ,74.5,34.5
SUP_T2_03791,"Davis, Stewart and Johnson Parts",2,AU,83.7,49.3
SUP_T2_03792,Terry LLC Parts,2,NP,76.7,92.1
SUP_T2_03793,French Group Parts,2,ML,42.1,454.4
SUP_T2_03794,Bruce-Harrison Parts,2,FI,72.2,335.4
SUP_T2_03795,"Washington, Buck and Adkins Parts",2,AU,85.1,346.5
SUP_T2_03796,"Martinez, Green and Medina Parts",2,BJ,71.6,202.7
SUP_T2_03797,"Mccoy, Payne and Huber Parts",2,AU,57.4,119.8
SUP_T2_03798,"Smith, Morales and Whitaker Parts",2,ML,73.6,311.1
SUP_T2_03799,Davis Inc Parts,2,ZW,75.6,366.8
SUP_T2_03800,Nelson-Black Parts,2,TV,91.1,249.1
SUP_T2_03801,Cobb LLC Parts,2,UG,94.4,390.6
SUP_T2_03802,"Lopez, Foster and Bennett Parts",2,AU,50.9,362.4
SUP_T2_03803,Gardner-Jensen Parts,2,NL,84.8,241.7
SUP_T2_03804,"Williamson, Herman and Hale Parts",2,BZ,45.6,546.7
SUP_T2_03805,"Foster, Montgomery and Alexander Parts",2,TJ,48.2,301.3
SUP_T2_03806,"James, Edwards and Stafford Parts",2,ST,66.7,351.2
SUP_T2_03807,Murphy PLC Parts,2,YE,52.8,121.0
SUP_T2_03808,Werner-Lara Parts,2,GE,64.0,142.3
SUP_T2_03809,Rodriguez PLC Parts,2,TW,76.8,365.2
SUP_T2_03810,Bowen Ltd Parts,2,ME,94.8,278.7
SUP_T2_03811,Brown Ltd Parts,2,AR,43.7,497.1
SUP_T2_03812,Vang-Sanchez Parts,2,FI,49.1,269.9
SUP_T2_03813,Small-Williams Parts,2,IT,41.4,291.0
SUP_T2_03814,Jones Inc Parts,2,TW,65.3,544.4
